MapRSq,MapTotalTime,MemoryTotalTime,MemoryPercentCorrect,SPACEStartTime,SPACEEndTime,SPACETotalTime,Avg_PI_Corrected_PI_Angle,Avg_PI_Distance,Avg_PI_DistRatio,Avg_PI_FinalAngle,Avg_PI_TotalTime,PI_TotalTime_0,PI_Distance_0,PI_DistRatio_0,PI_FinalAngle_0,PI_Corrected_PI_Angle_0,PI_TotalTime_1,PI_Distance_1,PI_DistRatio_1,PI_FinalAngle_1,PI_Corrected_PI_Angle_1,PI_TotalTime_10,PI_Distance_10,PI_DistRatio_10,PI_FinalAngle_10,PI_Corrected_PI_Angle_10,PI_TotalTime_11,PI_Distance_11,PI_DistRatio_11,PI_FinalAngle_11,PI_Corrected_PI_Angle_11,PI_TotalTime_12,PI_Distance_12,PI_DistRatio_12,PI_FinalAngle_12,PI_Corrected_PI_Angle_12,PI_TotalTime_2,PI_Distance_2,PI_DistRatio_2,PI_FinalAngle_2,PI_Corrected_PI_Angle_2,PI_TotalTime_3,PI_Distance_3,PI_DistRatio_3,PI_FinalAngle_3,PI_Corrected_PI_Angle_3,PI_TotalTime_4,PI_Distance_4,PI_DistRatio_4,PI_FinalAngle_4,PI_Corrected_PI_Angle_4,PI_TotalTime_5,PI_Distance_5,PI_DistRatio_5,PI_FinalAngle_5,PI_Corrected_PI_Angle_5,PI_TotalTime_6,PI_Distance_6,PI_DistRatio_6,PI_FinalAngle_6,PI_Corrected_PI_Angle_6,PI_TotalTime_7,PI_Distance_7,PI_DistRatio_7,PI_FinalAngle_7,PI_Corrected_PI_Angle_7,PI_TotalTime_8,PI_Distance_8,PI_DistRatio_8,PI_FinalAngle_8,PI_Corrected_PI_Angle_8,PI_TotalTime_9,PI_Distance_9,PI_DistRatio_9,PI_FinalAngle_9,PI_Corrected_PI_Angle_9,PerspectiveErrorMeasure_0,PerspectiveErrorMeasure_1,PerspectiveErrorMeasure_10,PerspectiveErrorMeasure_11,PerspectiveErrorMeasure_12,PerspectiveErrorMeasure_2,PerspectiveErrorMeasure_3,PerspectiveErrorMeasure_4,PerspectiveErrorMeasure_5,PerspectiveErrorMeasure_6,PerspectiveErrorMeasure_7,PerspectiveErrorMeasure_8,PerspectiveErrorMeasure_9,Avg_PerspectiveErrorMeasure,Overall_PerspectiveTotalTime,Player_ID,Avg_PointingJudgement_AbsoluteError_0,Avg_PointingJudgement_AbsoluteError_1,Avg_PointingJudgement_AbsoluteError_2,Avg_PointingJudgement_AbsoluteError_3,Avg_PointingJudgement_AbsoluteError_4,Avg_PointingJudgement_AbsoluteError_5,Average_PointingJudgementError_all,PointingJudgement_AbsoluteError_0_Trial_0,PointingJudgement_AbsoluteError_0_Trial_1,PointingJudgement_AbsoluteError_0_Trial_2,PointingJudgement_AbsoluteError_0_Trial_3,PointingJudgement_AbsoluteError_0_Trial_4,PointingJudgement_AbsoluteError_1_Trial_0,PointingJudgement_AbsoluteError_1_Trial_1,PointingJudgement_AbsoluteError_2_Trial_0,PointingJudgement_AbsoluteError_2_Trial_1,PointingJudgement_AbsoluteError_3_Trial_0,PointingJudgement_AbsoluteError_3_Trial_1,PointingJudgement_AbsoluteError_4_Trial_0,PointingJudgement_AbsoluteError_4_Trial_1,PointingJudgement_AbsoluteError_5_Trial_0,PointingJudgement_AbsoluteError_5_Trial_1,RotationTime,MovementTime,CircuitTime,TotalHomingTime,TotalTrainingTime
0.146973540116293,76.9736700057983,78.2714529037476,60.0000023841858,2023-03-06T09:03:26.7192700+08:00,2023-03-06T10:16:27.3823430+08:00,4380.663073,4.396317961538458,292.12461638461536,0.43074216562307693,63.9013178076923,84.79776114041982,59.4166887760162,302.8742,0.984371364,128.405579,-128.405579,142.235419988632,300.001831,0.9957017,0,0,81.2875709533691,360.202881,0.259171546,85.85078,-85.85078,107.163093090057,456.984772,0.5213053,85.86963,-85.86963,70.9073507706324,462.9274,-0.0539053679,97.37091,97.37091,71.3085691928864,286.970123,0.687009335,73.00644,73.00644,27.7425854802132,362.896729,0.552087665,107.0495,107.0495,83.5718331336975,202.599548,0.6742027,3.84568787,3.84568787,90.3696031570435,23.54331,0.149286151,2.98461914,2.98461914,115.227087020874,279.279968,-0.2006303,115.269623,115.269623,75.3859391291936,129.1355,0.42392385,5.62367249,5.62367249,87.3366360664368,269.988251,0.332623065,38.78418,38.78418,90.4185180664062,360.2155,0.274501145,86.65651,-86.65651,1.52587891e-05,43.71704,2.5112915,6.344269,91.2590942,104.472839,11.9997559,4.48486328,4.73730469,1.61106873,14.5251465,1.98760986,10.0735931,22.90183777067608,574.6096,069,62.96010268,113.374634,70.12590150000001,132.6558715,69.47539225,61.309169999999995,84.98351198833332,45.13663,128.715347,56.4189,45.0345421,39.4950943,117.388649,109.360619,5.335314,134.916489,178.451233,86.86051,120.440811,18.5099735,43.61643,79.00191,29.701725,46.34002,130.71701,195.8198943138122,271.8616393138122
